Frequency (Hz),Amplitude
20200.0000000017,3.511923764139562e-05
20300.000000001706,7.208074997000511e-05
20400.000000001717,3.291163104136179e-05
20500.000000001724,5.475140665955271e-05
20600.00000000173,3.9506119770895286e-05
20700.000000001743,0.00011103690168423047
20800.00000000175,1.8055872382993277e-05
20900.000000001757,5.114014571121349e-05
21000.000000001768,6.188006256769501e-05
21100.000000001775,2.8673373229631067e-05
21200.000000001783,4.6262308661745325e-05
21300.00000000179,7.928132021546434e-05
21400.0000000018,4.885098044387944e-05
21500.000000001808,3.4545516184591675e-05
21600.000000001815,9.441691848294717e-05
21700.000000001826,2.510072450737717e-05
21800.000000001834,1.8766161420138178e-05
21900.00000000184,2.6483690004938857e-05
22000.00000000185,3.974222908352896e-05
22100.00000000186,5.997851884131919e-05
22200.000000001866,7.988166101988804e-05
22300.000000001877,2.2028553328212236e-05
22400.000000001884,4.573634205408298e-05
22500.00000000189,7.887599132071695e-05
22600.000000001903,1.4502948737821763e-05
22700.00000000191,3.1181089079774344e-05
22800.000000001917,6.443599602614968e-05
22900.000000001924,4.907270685483903e-05
23000.000000001935,9.433871652107704e-05
23100.000000001943,6.592200470797646e-05
23200.00000000195,3.262548719079179e-05
23300.00000000196,3.6382222278236925e-05
23400.000000001968,6.285279138645355e-05
23500.000000001975,9.119991491600302e-06
23600.000000001986,3.4293222625217863e-06
23700.000000001994,9.37661581784206e-05
23800.000000002,2.95188411293583e-05
23900.00000000201,2.179596344688023e-05
24000.00000000202,6.715801001118544e-05
24100.000000002026,2.0299880807429936e-05
24200.000000002037,8.604389408139432e-05
24300.000000002045,6.399179851375821e-05
24400.000000002052,6.934586761100494e-05
24500.00000000206,3.685652150519584e-05
24600.00000000207,4.0275983170800086e-05
24700.000000002077,4.657451399024333e-05
24800.000000002085,2.7039861598091487e-05
24900.000000002095,3.549505055468343e-05
25000.000000002103,4.6168698372260584e-05
25100.00000000211,4.1676013899302545e-05
25200.00000000212,2.0807991149070982e-05
25300.00000000213,3.7671367142563285e-05
25400.000000002135,3.5890557215265537e-05
25500.000000002146,3.267677173126526e-05
25600.000000002154,5.2453358827359143e-05
25700.00000000216,3.649955120322839e-05
25800.000000002172,2.900933110786405e-05
25900.00000000218,7.352565435321485e-05
26000.000000002186,3.306275346960187e-05
26100.000000002194,5.4202945088994186e-05
26200.000000002205,1.157109850136125e-05
26300.000000002212,5.311880871283748e-05
26400.00000000222,4.079581907916198e-05
26500.00000000223,4.647248081557469e-05
26600.000000002237,3.204395523618557e-05
26700.000000002245,6.404724985034494e-05
26800.000000002256,2.6236175430064854e-05
26900.000000002263,3.575899980386146e-05
27000.00000000227,7.277778614540191e-05
27100.00000000228,2.9544769500391545e-05
27200.00000000229,2.0838956780877754e-05
27300.000000002296,8.076438708146049e-05
27400.000000002306,3.3945537570494894e-05
27500.000000002314,2.359648197135707e-05
27600.00000000232,4.7750505333234223e-05
27700.00000000233,8.553103341457664e-05
27800.00000000234,4.76968020941342e-05
27900.000000002346,3.43940726276216e-05
28000.000000002354,2.8741895146920147e-06
28100.000000002365,3.853296906171068e-05
28200.000000002372,2.337077017340245e-05
28300.00000000238,1.75278575854366e-05
28400.00000000239,5.507883145280572e-05
28500.000000002397,6.64112816929953e-05
28600.000000002405,4.1422901221433774e-05
28700.000000002416,5.553756880518988e-05
28800.000000002423,4.418631955344061e-05
28900.00000000243,1.7206993135498364e-05
29000.00000000244,5.478847799687475e-05
29100.00000000245,2.5510760158688628e-05
29200.000000002456,3.205970983562481e-05
29300.000000002463,6.030737675451396e-05
29400.000000002474,0.00010865583864583184
29500.00000000248,2.4170820455858547e-05
29600.00000000249,3.2600418488886014e-05
29700.0000000025,5.397544172170582e-05
29800.000000002507,3.681810795581077e-05
29900.000000002514,4.3050250169896e-05
30000.000000002525,4.3375294833498175e-05
30100.000000002532,7.88647111254307e-05
30200.00000000254,2.3358271936827385e-05
30300.00000000255,4.170666426433831e-05
30400.000000002557,0.00012996313602432717
30500.000000002565,2.825870928107369e-05
30600.000000002572,1.9610664705274404e-05
30700.000000002583,6.0356350538464964e-05
30800.00000000259,3.503168083764418e-05
30900.000000002598,1.573151552024366e-05
31000.00000000261,4.6841440777647035e-05
31100.000000002616,3.93555824782724e-06
31200.000000002623,5.644901402573871e-05
31300.000000002634,6.184827223224884e-05
31400.00000000264,2.6400298087078863e-05
31500.00000000265,2.219951511804773e-05
31600.00000000266,6.027642279759979e-05
31700.000000002667,3.98423892693231e-05
31800.000000002674,3.3267745635433624e-05
31900.000000002685,6.560532405469801e-05
32000.000000002692,1.9000057878477975e-05
32100.0000000027,2.398981422214105e-05
32200.000000002707,2.6240053339788308e-05
32300.000000002718,5.1245727969516415e-05
32400.000000002725,4.3952406236115556e-05
32500.000000002732,2.1889131144397144e-05
32600.000000002743,4.965811168687335e-05
32700.00000000275,2.0016125940952318e-05
32800.00000000276,4.7974737072004266e-05
32900.000000002765,1.796880062961431e-05
33000.00000000277,1.8914803088212514e-05
33100.00000000279,4.5641323590775126e-05
33200.000000002794,3.929886371468279e-05
33300.0000000028,5.844961686525021e-05
33400.00000000281,8.130402666728068e-05
33500.000000002816,4.1808950470814525e-05
33600.00000000282,8.42100025688312e-05
33700.00000000284,3.170577959753587e-05
33800.000000002845,5.8327901729760304e-05
33900.00000000285,3.0208908960379007e-05
34000.00000000286,5.1082007557340106e-05
34100.00000000287,0.0001124699164182897
34200.000000002874,2.5575883417996733e-05
34300.00000000289,7.14228667021362e-05
34400.000000002896,2.5451429553493718e-05
34500.0000000029,3.801299466846872e-05
34600.00000000291,3.8091393088584766e-05
34700.00000000292,3.1726100896542214e-05
34800.000000002925,1.8165094909773623e-05
34900.00000000293,2.7131000821074594e-05
35000.00000000295,3.082472534862335e-05
35100.000000002954,3.206092955536307e-05
35200.00000000296,2.361700936514445e-05
35300.00000000297,4.306823866418537e-05
35400.000000002976,5.647125089692469e-05
35500.00000000298,3.850206672918302e-05
35600.000000003,2.462646603155258e-05
35700.000000003005,3.3311293379291753e-05
35800.00000000301,5.646031269240683e-05
35900.00000000302,8.23122683508221e-05
36000.00000000303,2.942340804002983e-06
36100.000000003034,5.115723170546095e-05
36200.00000000304,6.286895195285551e-05
36300.000000003056,8.491748849089533e-05
36400.00000000306,1.2998640124752265e-05
36500.00000000307,7.647650242332479e-05
36600.00000000308,2.6524329216686382e-05
36700.000000003085,9.244927503924407e-05
36800.00000000309,5.263348519186853e-05
36900.00000000311,4.4964187866367304e-05
37000.000000003114,4.243989811553601e-05
37100.00000000312,5.0028508314013923e-05
37200.00000000313,7.658521395129993e-05
37300.000000003136,2.589769792108714e-05
37400.00000000314,4.454688278829489e-05
37500.00000000316,5.0386540661698315e-05
37600.000000003165,5.767108196370537e-05
37700.00000000317,7.122707426458113e-05
37800.00000000318,0.00010566803376872468
37900.00000000319,2.168491308567329e-05
38000.000000003194,6.324513593928216e-05
38100.0000000032,4.269607052393099e-05
38200.000000003216,4.9906011496574356e-05
38300.00000000322,2.6767436068074102e-05
38400.00000000323,4.8464724796909755e-05
38500.00000000324,3.6286791348679054e-05
38600.000000003245,7.338106400520455e-05
38700.00000000325,2.3608220002102715e-05
38800.00000000327,1.1783281337661034e-05
38900.000000003274,5.015742688030946e-05
39000.00000000328,4.79093131831121e-05
39100.00000000329,2.4467658987640445e-05
39200.000000003296,3.916938762769177e-05
39300.0000000033,8.324946962691598e-05
39400.00000000331,3.060005830723565e-05
39500.000000003325,5.8278640359128536e-05
39600.00000000333,1.9636418997780993e-05
39700.00000000334,4.260272839787115e-05
39800.00000000335,2.1110939657720512e-05
39900.000000003354,6.73241903798397e-06
40000.00000000336,5.434617172001083e-05
40100.000000003376,3.971461469172014e-05
40200.00000000338,2.9470974249159307e-05
40300.00000000339,9.037495409963797e-05
40400.0000000034,3.6675944107173445e-05
40500.000000003405,9.290813742797635e-05
40600.00000000341,5.66304315467023e-05
40700.00000000343,3.7436637900070946e-05
40800.000000003434,8.194730396435575e-05
40900.00000000344,7.361078601583446e-05
41000.00000000345,1.7665846784908364e-06
41100.000000003456,1.826425265085165e-05
41200.00000000346,7.470375700639018e-05
41300.00000000347,7.351581447151567e-05
41400.000000003485,2.2776658304957004e-05
41500.00000000349,6.064810335896648e-05
41600.0000000035,8.190921437721108e-05
41700.00000000351,5.2254004225747754e-05
41800.000000003514,5.639881555909282e-05
41900.00000000352,6.933634761225235e-05
42000.000000003536,4.412934531131092e-05
42100.00000000354,2.4015374324525654e-05
42200.00000000355,5.473151413177599e-05
42300.00000000356,2.4993182393717493e-05
42400.000000003565,7.987085653122756e-05
42500.00000000357,3.653255914781008e-05
42600.00000000358,8.703689185213634e-05
42700.000000003594,4.713981277534589e-05
42800.0000000036,6.600249422061403e-05
42900.00000000361,9.180004145242088e-05
43000.000000003616,5.014056378056776e-06
43100.00000000362,1.7342490787772494e-05
43200.00000000363,3.4851659341636724e-05
43300.000000003645,3.6977132289623146e-05
43400.00000000365,1.1603338594537698e-05
43500.00000000366,0.00013761328353528382
43600.00000000367,3.7520633633290774e-05
43700.000000003674,1.878627146455295e-05
43800.00000000368,8.845142306688504e-05
43900.000000003696,6.763450101871962e-05
44000.0000000037,0.0001049562388060308
44100.00000000371,6.085515697593219e-05
44200.00000000372,3.002049625184894e-05
44300.000000003725,3.610401042407451e-05
44400.00000000373,8.265350869797495e-05
44500.00000000374,7.225928866369989e-05
44600.000000003754,6.29727454487993e-05
44700.00000000376,3.9103825218996565e-05
44800.00000000377,2.335105552789723e-05
44900.000000003776,6.757674992860627e-05
45000.00000000378,6.40780915187115e-05
45100.00000000379,3.6792959722011114e-05
45200.000000003805,6.0712963981840895e-05
45300.00000000381,4.022385636180745e-05
45400.00000000382,3.349827751670566e-05
45500.00000000383,5.377348529353604e-05
45600.000000003834,6.295835854755309e-05
45700.00000000384,4.430545827717325e-05
45800.00000000385,3.7933868401167515e-05
45900.00000000386,3.267524744317279e-05
46000.00000000387,4.931458620595532e-05
46100.00000000388,3.6822647038928595e-05
46200.000000003885,4.7903282359663976e-05
46300.00000000389,2.3745623328575137e-05
46400.0000000039,2.3006387384424377e-05
46500.000000003914,3.260818696493489e-05
46600.00000000392,4.304166472177057e-05
46700.00000000393,3.934218590675638e-05
46800.000000003936,2.805887943214166e-05
46900.00000000394,2.6834909725101037e-05
47000.00000000395,1.2833814695430471e-05
47100.00000000396,2.2328231856204863e-05
47200.00000000397,5.8532652738100124e-05
47300.00000000398,1.3027331635769127e-05
47400.00000000399,2.8032216553754165e-05
47500.000000003995,3.581925089604076e-05
47600.000000004,4.043359630431895e-05
47700.00000000401,4.82700410627393e-05
47800.00000000402,3.604048399813619e-05
47900.00000000403,6.0458206879917836e-05
48000.00000000404,7.228205262986743e-05
48100.000000004045,1.088444051025684e-05
48200.00000000405,3.8743162556887464e-05
48300.00000000406,4.410954899306022e-05
48400.000000004075,1.2659189950979888e-05
48500.00000000408,1.0786142769744716e-05
48600.00000000409,6.79723181323014e-05
48700.0000000041,3.2406295864508137e-06
48800.000000004104,3.0165941851035802e-05
48900.00000000411,5.952680603592515e-05
49000.00000000412,5.93413860323973e-05
49100.00000000413,3.4380541858537484e-05
49200.00000000414,2.687731944620721e-06
49300.00000000415,4.2932001468550984e-05
49400.000000004155,6.55294624793522e-05
49500.00000000416,6.133502645429921e-05
49600.00000000417,6.192872662201433e-05
49700.000000004184,8.609626589867647e-05
49800.00000000419,1.639027100549656e-05
49900.0000000042,3.3033076810326187e-05
50000.000000004206,4.4558971557396664e-05
50100.00000000421,8.572446529502927e-05
50200.00000000422,5.7533374021202206e-05
50300.00000000423,3.6864724932935714e-05
50400.00000000424,5.7605667552430876e-05
50500.00000000425,7.320162586345498e-05
50600.00000000426,4.740064393313186e-05
50700.000000004264,3.7400562595346206e-05
50800.00000000427,3.891816170813911e-05
50900.00000000428,3.0497989597681743e-05
51000.00000000429,7.725463344206161e-06
51100.0000000043,2.7361947485163435e-05
51200.00000000431,1.812026881664695e-05
51300.000000004315,6.372018130198294e-05
51400.00000000432,0.00010234621391915317
51500.00000000433,7.975238237170176e-05
51600.000000004344,2.1465272365909515e-05
51700.00000000435,4.922107794715112e-05
51800.00000000436,2.197026826726156e-05
51900.000000004366,7.934439677581387e-05
52000.00000000437,3.273726420598422e-05
52100.00000000438,4.2633053679184256e-05
52200.00000000439,3.925875675287312e-05
52300.0000000044,3.6368288788907564e-05
52400.00000000441,1.676906636982019e-05
52500.00000000442,5.350303221669397e-05
52600.000000004424,6.692168189018216e-05
52700.00000000443,8.173328264697254e-05
52800.00000000444,1.5006258931872878e-05
52900.00000000445,5.900931046969206e-05
53000.00000000446,2.5857318207621155e-05
53100.00000000447,3.0211076626871284e-05
53200.000000004475,5.289624442816374e-05
53300.00000000448,6.438760858375382e-05
53400.00000000449,6.04612209228488e-05
53500.0000000045,5.612159509423562e-05
53600.00000000451,3.1597629393681435e-05
53700.00000000452,5.6337965285901524e-05
53800.000000004526,1.3382253412097518e-05
53900.00000000453,5.5850370870581244e-05
54000.00000000454,4.0616154848258685e-05
54100.00000000455,7.851796658111771e-05
54200.00000000456,5.414912460439457e-05
54300.00000000457,3.0431085215064914e-05
54400.00000000458,2.3611609635320475e-05
54500.000000004584,3.321886765788569e-05
54600.00000000459,3.348130086813948e-05
54700.0000000046,5.626815266774239e-05
54800.00000000461,3.065809111445215e-05
54900.00000000462,5.046168748019751e-05
55000.00000000463,1.6787060683201726e-05
55100.000000004635,6.85914314773838e-05
55200.00000000464,5.3956111674929934e-05
55300.00000000465,3.999581719739616e-05
55400.00000000466,1.6691008555911666e-05
55500.00000000467,2.957226634585618e-05
55600.00000000468,3.679655749338304e-05
55700.000000004686,8.243623763171691e-05
55800.00000000469,0.000102967538478087
55900.0000000047,3.311371584494724e-05
56000.00000000471,3.679045983002442e-05
56100.00000000472,1.8967290278722886e-05
56200.00000000473,9.4347214130054e-05
56300.00000000474,4.1889453030109545e-05
56400.000000004744,3.3549516518767936e-05
56500.00000000475,3.4496543182301855e-05
56600.00000000476,1.7764046485819803e-05
56700.000000004766,3.961960510856669e-05
56800.00000000478,7.689630604539515e-05
56900.00000000479,2.8214298905948896e-05
57000.000000004795,5.131717228008149e-05
57100.0000000048,5.5849984621595804e-05
57200.00000000481,3.9089502592526175e-05
57300.00000000482,8.237327597664116e-05
57400.00000000483,6.839707467244794e-05
57500.00000000484,7.670406671462618e-05
57600.000000004846,2.0190562831707426e-05
57700.00000000485,4.9051570082913434e-05
57800.00000000486,3.6337154650782294e-05
57900.00000000487,5.8851657484599984e-05
58000.00000000488,2.3418773935868126e-05
58100.00000000489,6.789803064303561e-05
58200.0000000049,5.302094447272254e-05
58300.000000004904,4.042875754650032e-05
58400.00000000491,3.701628655027436e-05
58500.00000000492,3.9427212103716617e-05
58600.000000004926,5.7918477938854614e-05
58700.00000000494,5.797550533357482e-05
58800.00000000495,4.7723511540439514e-05
58900.000000004955,8.837362634656201e-05
59000.00000000496,1.738121401358184e-05
59100.00000000497,4.5225537465078765e-05
59200.00000000498,4.398006467304383e-05
59300.00000000499,4.040237075714342e-05
59400.000000005,0.00013669840058338104
59500.000000005006,3.170682490953391e-05
59600.00000000501,2.9526615683589836e-05
59700.00000000502,8.34191626548126e-05
59800.00000000503,5.638313274807807e-05
59900.000000005035,4.854561973519568e-05
60000.00000000505,4.481980114769866e-05
60100.00000000506,7.296355250524239e-05
60200.000000005064,3.6150512846823844e-05
60300.00000000507,2.3360683997391228e-05
60400.00000000508,6.096055962821507e-05
60500.000000005086,4.8440968458100116e-05
60600.0000000051,1.2589382508211817e-05
60700.00000000511,4.1991787387518066e-05
60800.000000005115,5.6289332059553556e-05
60900.00000000512,3.994623620499686e-05
61000.00000000513,2.7251603302147105e-05
61100.00000000514,0.00013604015909345649
61200.000000005144,4.0686880157839315e-05
61300.00000000516,9.019638432016115e-05
61400.000000005166,2.386440861601157e-05
61500.00000000517,1.2065448653587411e-05
61600.00000000518,4.6179327402629916e-05
61700.00000000519,4.494993487059151e-05
61800.000000005195,2.1164197868036584e-05
61900.00000000521,9.064155106793149e-06
62000.00000000522,1.731598768909624e-05
62100.000000005224,1.1138676518419141e-05
62200.00000000523,5.483925705296735e-05
62300.00000000524,4.93166231295477e-05
62400.000000005246,7.22894543100923e-05
62500.00000000526,1.4310835055998459e-05
62600.00000000527,7.499603925269449e-05
62700.000000005275,6.27676903616459e-05
62800.00000000528,3.863610164220315e-05
62900.00000000529,1.619780381218876e-05
63000.0000000053,4.223695888153649e-05
63100.000000005304,7.56438501122545e-05
63200.00000000532,3.3626262073025465e-05
63300.000000005326,3.811589822881875e-05
63400.00000000533,5.24057129679621e-05
63500.00000000534,6.651841125144183e-05
63600.00000000535,5.969627159343453e-05
63700.000000005355,3.685305693489791e-05
63800.00000000537,7.89391062377789e-05
63900.00000000538,1.8319257247408768e-05
64000.000000005384,1.7956668115817213e-05
64100.00000000539,1.020522721671921e-05
64200.0000000054,5.3802992453008376e-05
64300.000000005406,3.0789796850573976e-05
64400.00000000541,6.329660011317188e-05
64500.00000000543,2.180007726133811e-05
64600.000000005435,9.691509675318769e-06
64700.00000000544,4.5967610859604574e-05
64800.00000000545,2.9277012741913255e-05
64900.00000000546,2.972484934296942e-05
65000.000000005464,6.923307117392464e-05
65100.00000000548,2.6159026723351117e-05
65200.000000005486,2.063339774116724e-05
65300.00000000549,4.418246480901467e-05
65400.0000000055,5.0598003327552995e-05
65500.00000000551,7.42518105626143e-05
65600.00000000552,8.162834680099784e-05
65700.00000000553,1.1874455281529206e-05
65800.00000000553,4.705030424279692e-05
65900.00000000554,1.4949816303896281e-05
66000.00000000554,7.238331402256885e-05
66100.00000000556,9.232297573697858e-06
66200.00000000557,2.9059488378586704e-05
66300.00000000557,3.612977284343267e-05
66400.00000000559,0.00010254789877542171
66500.00000000559,8.106286331032127e-06
66600.0000000056,5.490321301967735e-05
66700.00000000562,4.144482295268736e-05
66800.00000000562,2.61943705736658e-05
66900.00000000563,1.8782061280017885e-05
67000.00000000563,6.454466297535075e-05
67100.00000000565,3.999524096407575e-05
67200.00000000565,5.916952796381754e-05
67300.00000000566,1.6178336829025775e-05
67400.00000000568,4.9793010357701746e-05
67500.00000000568,7.090107561719538e-05
67600.00000000569,8.381505715735174e-05
67700.00000000569,3.248658953187509e-05
67800.0000000057,0.00010712154660533557
67900.0000000057,6.674088416598012e-05
68000.00000000572,4.1084116421522794e-05
68100.00000000573,8.165933857831466e-05
68200.00000000573,2.8755197024883413e-05
68300.00000000575,1.7641372385612942e-05
68400.00000000575,5.7518878750066434e-05
68500.00000000576,5.104482395141119e-05
68600.00000000578,6.024733735732412e-05
68700.00000000578,5.1990117804584733e-05
68800.00000000579,9.435847230661109e-05
68900.00000000579,3.561515300184599e-05
69000.0000000058,3.617861051658088e-05
69100.0000000058,2.0519346606904637e-05
69200.00000000582,4.81486677345612e-05
69300.00000000584,3.806796924721767e-05
69400.00000000584,7.732355125870195e-05
69500.00000000585,4.019117100507736e-05
69600.00000000585,5.39377825029667e-05
69700.00000000586,0.00011414292769884639
69800.00000000586,6.357965862841851e-05
69900.00000000588,2.217656617614643e-05
70000.0000000059,1.7758747562915232e-05
70100.0000000059,9.363764345452366e-05
70200.00000000591,8.60253284426076e-05
70300.00000000591,0.00011073513281748885
70400.00000000592,8.554681371939294e-05
70500.00000000594,4.075270938370887e-05
70600.00000000594,3.1121860975968995e-05
70700.00000000595,4.267366342008948e-05
70800.00000000595,7.890181838505408e-05
70900.00000000597,4.7010824668022e-05
71000.00000000597,2.848221801475351e-06
71100.00000000598,1.9336655408494654e-05
71200.000000006,6.290265095201282e-05
71300.000000006,6.359722462386048e-05
71400.00000000601,9.92757159033996e-05
71500.00000000601,4.900310746358428e-05
71600.00000000602,4.758985092165865e-05
71700.00000000602,2.605247557865465e-05
71800.00000000604,9.706420301256012e-05
71900.00000000605,5.3803471559973524e-05
72000.00000000605,3.641440768781478e-05
72100.00000000607,9.576520615086102e-05
