frequency (Hz),Vpp1 (V),Vpp2 (V),phase (Ch2-Ch1) (degrees),T,T_dB
10.0,0.4261733592,0.2061701715,-1.6208102703,0.23403406111516434,-6.307209311459968
12.589254117941675,0.4540147185,0.222292155,-0.4536862075,0.23972228443494586,-6.202915923439657
15.848931924611133,0.5089591146,0.2297160029,-0.1142132059,0.20371204532773457,-6.9098329076072975
19.952623149688797,0.5011264086,0.2374919951,-0.2868525684,0.22459670045672853,-6.485966282346743
25.118864315095795,0.5386351347,0.2426047176,-1.0843373537,0.2028659346372035,-6.927908738200744
31.622776601683793,0.5038655996,0.2463582009,-0.4559848309,0.23905874220425205,-6.214953698446011
39.810717055349734,0.5085180998,0.2486336976,-0.2863961756,0.23906012731625584,-6.214928535393957
50.11872336272725,0.5319911838,0.2493965477,0.7218045592,0.2197718198571963,-6.580279955573062
63.09573444801933,0.5179513693,0.2501538992,0.45397228,0.2332580186642859,-6.321634176702386
79.43282347242814,0.5163573027,0.2524739504,0.8573696017,0.23907408582209638,-6.21467496215459
100.0,0.5116308928,0.2516961694,0.3599999845,0.24201355575296263,-6.161603074748211
125.89254117941675,0.5193499923,0.2524674535,0.680100739,0.23631459241261843,-6.26509459880087
158.48931924611142,0.5209479928,0.2516896725,0.5703421831,0.23342214370146583,-6.318579467859964
199.52623149688787,0.5066412687,0.2524609268,0.5755395889,0.24830600311171816,-6.0501278070005515
251.18864315095823,0.5113562346,0.2516850531,1.0843373537,0.24225220501018205,-6.157322612559529
316.22776601683796,0.5192229748,0.2524609268,-0.1517113298,0.23641800175278133,-6.26319457722078
398.1071705534973,0.5144272447,0.2516832054,-0.0,0.23936494608284792,-6.209394497418747
501.18723362727246,0.5128466487,0.2509024143,0.2706088722,0.2393506641415781,-6.20965363115718
630.957344480193,0.5079987049,0.2516832054,-0.0,0.24546143151877226,-6.100167373269345
794.3282347242822,0.509642303,0.2524608076,-0.0,0.24539007603611424,-6.101430048115536
1000.0,0.5107398629,0.2532368004,1.0810810328,0.24584089264647313,-6.093458758287456
1258.9254117941675,0.5154519677,0.2524544001,0.2264150977,0.23987748420346336,-6.200105146211639
1584.893192461114,0.5232664943,0.2547676861,-0.6844106317,0.2370515674790701,-6.251571686080072
1995.262314968881,0.5151536465,0.2555513978,-0.1921419948,0.24608376624187786,-6.089170350745815
2511.886431509582,0.5231797099,0.2547676861,-1.0800000429,0.23713021764047232,-6.250131000989125
3162.2776601683795,0.5183514953,0.2555513978,-1.4791404009,0.24305681921359398,-6.142921898320239
3981.0717055349733,0.5197120309,0.2547676861,-1.2918660641,0.2403051865391135,-6.192368556588167
5011.872336272725,0.5213484168,0.2555513978,-1.2612612247,0.24027047307297061,-6.192995965260174
6309.573444801937,0.5228322148,0.2563403249,-0.987337172,0.2403860063998098,-6.1909081753548545
7943.282347242822,0.5212218165,0.2555513978,-2.001588583,0.24038720651421447,-6.190886493486997
10000.0,0.5164689422,0.2547676861,-1.0773067474,0.24333258205853042,-6.137997354553914
12589.254117941662,0.5148587227,0.2555513978,-1.3584905863,0.24636577271436882,-6.084196283006349
15848.93192461114,0.5196506381,0.2563403249,-2.0545339584,0.24333855850386452,-6.13789068962091
19952.62314968883,0.5212116838,0.253983587,-2.3039999008,0.23745593000796214,-6.244169802719908
25118.864315095823,0.513248682,0.2547624707,-2.8915660381,0.2463855413363373,-6.08384781499843
31622.776601683792,0.5180270672,0.2539800704,-4.09608078,0.24037780966770517,-6.1910562645164795
39810.71705534969,0.5196179152,0.2531995177,-4.5859870911,0.23744198591824173,-6.244424840319333
50118.72336272725,0.5212153196,0.2539573014,-5.2278413773,0.23740347024746447,-6.245129370313453
63095.73444801943,0.5260267258,0.2516313791,-5.8979201317,0.22883053495748293,-6.404860241153715
79432.82347242821,0.5179949403,0.2524087727,-8.4152145386,0.23744217127762393,-6.244421449995371
100000.0,0.5163583755,0.2516153455,-10.0799999237,0.2374497939127796,-6.244282030142916
