Frequency (Hz),Amplitude
10900.000000000917,6.5417148069119115e-06
11000.000000000926,8.258179192565293e-06
11100.000000000933,3.7593600820757673e-06
11200.000000000942,5.95141188812911e-06
11300.000000000951,2.0965635418992366e-06
11400.000000000959,6.736434667830384e-06
11500.000000000968,7.972268435059348e-06
11600.000000000975,1.056034600225508e-05
11700.000000000984,5.590479484438393e-06
11800.000000000993,7.658383505481937e-06
11900.000000001,1.1042017349489305e-06
12000.00000000101,5.603758464391815e-06
12100.000000001019,1.7596262786439647e-06
12200.000000001026,8.356334650742145e-06
12300.000000001035,6.5578691944092755e-06
12400.000000001042,4.442453117578135e-06
12500.000000001051,2.52518844186293e-06
12600.00000000106,7.234233599135385e-06
12700.000000001068,3.711176531848198e-06
12800.000000001077,2.854825472732363e-07
12900.000000001086,7.705599205191577e-06
13000.000000001093,8.524066395320531e-06
13100.000000001102,9.167124034898303e-06
13200.00000000111,7.77559662492691e-06
13300.000000001119,1.2854034277502651e-05
13400.000000001128,1.0171333208921441e-05
13500.000000001135,5.608974823221933e-06
13600.000000001144,6.884440902316214e-06
13700.000000001153,5.83690911786425e-06
13800.00000000116,8.488011410624909e-06
13900.00000000117,5.440053632890607e-06
14000.000000001177,6.705322461612979e-06
14100.000000001186,2.769779155568504e-06
14200.000000001195,2.5828225394687656e-06
14300.000000001202,3.95540600650738e-06
14400.000000001211,6.941733155290149e-06
14500.00000000122,1.1530243644333981e-05
14600.000000001228,6.8398400048797835e-06
14700.000000001237,9.883357472724212e-06
14800.000000001244,9.774495475834828e-06
14900.000000001253,3.05527755688784e-06
15000.000000001262,1.0950668206524004e-05
15100.00000000127,9.344991699357538e-06
15200.000000001279,8.555000527839478e-06
15300.000000001286,9.785469019648962e-06
15400.000000001295,4.801564429583479e-06
15500.000000001304,4.2363740210765585e-06
15600.000000001311,9.031962755686197e-06
15700.00000000132,3.175842010743727e-06
15800.00000000133,4.816425988711868e-06
15900.000000001337,8.349355698407871e-06
16000.000000001346,8.88208302733573e-06
16100.000000001353,5.580689967402538e-06
16200.000000001362,5.858495761309394e-06
16300.000000001372,5.614675519128813e-06
16400.00000000138,3.4886712018218974e-06
16500.000000001386,8.939563382020382e-06
16600.000000001397,1.566199523331718e-05
16700.000000001404,8.320035398858791e-06
16800.00000000141,9.28496765988169e-06
16900.000000001422,1.0571952635390517e-05
17000.00000000143,1.0965118780041495e-05
17100.000000001437,1.0374097786644541e-05
17200.000000001448,1.0311883157994058e-05
17300.000000001455,8.019455019307422e-06
17400.000000001462,1.5788827835424663e-05
17500.000000001473,2.5376322720282794e-07
17600.00000000148,8.038986661175311e-06
17700.000000001488,1.1208881451394876e-05
17800.0000000015,1.3473782895678434e-05
17900.000000001506,8.973846511301599e-06
18000.000000001513,1.0440574407517184e-05
18100.00000000152,6.535315847331277e-06
18200.00000000153,1.0286265852933483e-05
18300.00000000154,1.2945455458096379e-05
18400.000000001546,1.780600938069183e-05
18500.000000001557,8.159305203761967e-06
18600.000000001564,9.301727881518721e-06
18700.00000000157,1.7110989918085238e-05
18800.000000001583,1.9049087507456898e-05
18900.00000000159,2.0258531508563803e-05
19000.000000001597,2.1737715619548735e-05
19100.000000001608,3.259475515181479e-05
19200.000000001615,2.8561705250060435e-05
19300.000000001623,2.4679106518601118e-05
19400.000000001633,2.4577195495025714e-05
19500.00000000164,4.4872641731208165e-05
19600.000000001648,5.003784094111485e-05
19700.000000001655,6.466476235052222e-05
19800.000000001666,8.754388049456432e-05
19900.000000001673,0.0001906991873871921
20000.00000000168,0.05568205960515431
20100.00000000169,0.00020078922397725164
20200.0000000017,0.00013407312224424092
20300.000000001706,6.801002789621074e-05
20400.000000001717,4.87523989669012e-05
20500.000000001724,3.606334722311105e-05
20600.00000000173,3.0785784239698854e-05
20700.000000001743,2.753948035067907e-05
20800.00000000175,2.7775707601905605e-05
20900.000000001757,2.2334700941425823e-05
21000.000000001768,2.510547385426497e-05
21100.000000001775,1.9023773481610532e-05
21200.000000001783,1.8548529911179565e-05
21300.00000000179,1.6406261079026415e-05
21400.0000000018,1.070805656716939e-05
21500.000000001808,1.0014199156648181e-05
21600.000000001815,1.4059679276277297e-05
21700.000000001826,1.3214245120144042e-05
21800.000000001834,1.3800268788905585e-05
21900.00000000184,6.977965553215059e-06
22000.00000000185,1.0979093200481242e-05
22100.00000000186,1.0441275489041097e-05
22200.000000001866,7.5529484671466696e-06
22300.000000001877,3.1444701377076754e-06
22400.000000001884,8.476887333884033e-06
22500.00000000189,6.955042580227751e-06
22600.000000001903,1.1403554112655971e-05
22700.00000000191,1.1091641364050811e-05
22800.000000001917,1.0312990626354685e-05
22900.000000001924,1.2004647623333005e-05
23000.000000001935,4.054209759340052e-06
23100.000000001943,9.988989764129584e-06
23200.00000000195,5.44842069383639e-06
23300.00000000196,7.0157851358287605e-06
23400.000000001968,1.6010491756849367e-05
23500.000000001975,1.3456032268755311e-05
23600.000000001986,7.370212066450398e-06
23700.000000001994,6.787607014914716e-06
23800.000000002,4.971160982837564e-06
23900.00000000201,3.017738413741589e-06
24000.00000000202,1.1067550014265348e-05
24100.000000002026,9.113453650134731e-06
24200.000000002037,3.511990188043549e-06
24300.000000002045,4.81855702477001e-06
24400.000000002052,3.69910858801714e-06
24500.00000000206,6.8961553579362694e-06
24600.00000000207,1.456989110538598e-05
24700.000000002077,7.165189694740193e-06
24800.000000002085,7.524953013823754e-06
24900.000000002095,7.4453950084795405e-06
25000.000000002103,1.0166565209982718e-05
25100.00000000211,1.1259184344059627e-05
25200.00000000212,6.223788924824e-06
25300.00000000213,9.771792958803834e-06
25400.000000002135,5.8438564631215986e-06
25500.000000002146,8.917462841800181e-06
25600.000000002154,8.090259378727364e-06
25700.00000000216,5.765773623065706e-06
25800.000000002172,2.3461710483864127e-06
25900.00000000218,6.412360603812384e-06
26000.000000002186,1.0073681180519009e-05
26100.000000002194,9.73729955523374e-06
26200.000000002205,8.520602982018338e-06
26300.000000002212,7.333749440074571e-06
26400.00000000222,3.0858681813560614e-06
26500.00000000223,1.2527579283398882e-05
26600.000000002237,1.2084194707352515e-05
26700.000000002245,2.4970081385849055e-06
26800.000000002256,8.73372869221713e-06
26900.000000002263,3.379031649863104e-06
27000.00000000227,5.829598869613395e-06
27100.00000000228,1.0426337864357153e-05
27200.00000000229,5.385307835147544e-06
27300.000000002296,7.758535904447486e-06
27400.000000002306,7.5639332238605495e-06
27500.000000002314,7.94128761093225e-06
27600.00000000232,5.833169304180878e-06
27700.00000000233,3.0893853837903305e-06
27800.00000000234,2.367534767363097e-06
27900.000000002346,3.182367016266264e-06
28000.000000002354,5.3884782592027096e-06
28100.000000002365,7.104166235317146e-06
28200.000000002372,2.143532281494082e-06
28300.00000000238,2.6887714672553478e-06
28400.00000000239,1.2122273334149455e-05
28500.000000002397,1.0153471862266314e-05
28600.000000002405,8.161446843476216e-06
28700.000000002416,5.650465344759652e-06
28800.000000002423,5.8643779187913734e-06
28900.00000000243,1.280245951418289e-05
29000.00000000244,3.1534056524252062e-06
29100.00000000245,4.951315339110339e-06
29200.000000002456,9.344381851133892e-06
29300.000000002463,7.70592587927586e-06
29400.000000002474,1.977323611605403e-06
29500.00000000248,1.363535061669112e-05
29600.00000000249,7.062614431187718e-06
29700.0000000025,1.749465635036366e-05
29800.000000002507,1.3870297905509222e-05
29900.000000002514,3.5800458971187895e-05
30000.000000002525,3.9455776956856715e-05
30100.000000002532,4.2085683469321816e-05
30200.00000000254,1.4734162115711743e-05
30300.00000000255,5.11758097004271e-06
30400.000000002557,5.3731402071528294e-06
30500.000000002565,4.206393408954159e-06
30600.000000002572,2.911096437726843e-06
30700.000000002583,6.417701876263204e-06
30800.00000000259,6.011342908656846e-06
30900.000000002598,6.158663236185231e-06
31000.00000000261,6.466605208783969e-06
31100.000000002616,2.7682277995960933e-06
31200.000000002623,3.374227405032847e-06
31300.000000002634,3.5765734634588413e-06
31400.00000000264,4.0499079356127145e-06
31500.00000000265,9.974171444670724e-06
31600.00000000266,3.5742438502466844e-06
31700.000000002667,1.7056921961387496e-06
31800.000000002674,3.292419808976617e-06
31900.000000002685,5.336706105394729e-06
32000.000000002692,4.417649503113144e-06
32100.0000000027,6.24098133361293e-06
32200.000000002707,2.3918023224147436e-06
32300.000000002718,2.7699898667989164e-06
32400.000000002725,2.0069464940393897e-06
32500.000000002732,4.830482754107039e-06
32600.000000002743,5.717008592952077e-06
32700.00000000275,2.872676838414939e-06
32800.00000000276,2.7448599711947764e-06
32900.000000002765,1.1128187638981243e-05
33000.00000000277,1.5046831227553508e-05
33100.00000000279,1.0969348731838192e-05
33200.000000002794,1.1893815047493643e-05
33300.0000000028,4.669161164431884e-06
33400.00000000281,6.8438388116833894e-06
33500.000000002816,3.6402684606226773e-06
33600.00000000282,5.7875829273629755e-06
33700.00000000284,1.170260984617283e-06
33800.000000002845,2.184866975191835e-06
33900.00000000285,7.067605816341986e-06
34000.00000000286,5.332288937453573e-06
34100.00000000287,1.2093704799008822e-06
34200.000000002874,5.44785374243618e-06
34300.00000000289,7.137353760014312e-06
34400.000000002896,7.910678737522636e-06
34500.0000000029,5.820228365657747e-06
34600.00000000291,9.339526782814865e-06
34700.00000000292,4.65026592123453e-06
34800.000000002925,6.947318515381342e-07
34900.00000000293,1.0493817199251075e-05
35000.00000000295,7.450668160331407e-06
35100.000000002954,1.046012110971237e-05
35200.00000000296,2.2236217666795124e-06
35300.00000000297,3.5469647320111885e-06
35400.000000002976,4.376576967682755e-06
35500.00000000298,3.7593185192724703e-06
35600.000000003,2.4459988121105555e-06
35700.000000003005,4.30135580987798e-06
35800.00000000301,4.948652644544065e-06
35900.00000000302,3.518416163799802e-06
36000.00000000303,6.055824445423133e-06
36100.000000003034,4.813561827055787e-06
36200.00000000304,1.6833073124642546e-06
36300.000000003056,4.507910104816939e-06
36400.00000000306,1.2276021358989958e-06
36500.00000000307,7.229583506947016e-06
36600.00000000308,7.935736228393723e-06
36700.000000003085,5.279545272330302e-06
36800.00000000309,6.477831040686649e-06
36900.00000000311,1.7172961720970966e-06
37000.000000003114,3.855021917715482e-06
37100.00000000312,7.964262450293288e-06
37200.00000000313,1.7600514475011109e-06
37300.000000003136,4.052130461737271e-06
37400.00000000314,2.0290126302636236e-06
37500.00000000316,9.094164669542565e-06
37600.000000003165,8.210928761207669e-06
37700.00000000317,5.023809204209632e-06
37800.00000000318,7.662880112635527e-06
37900.00000000319,3.7974198595617273e-06
38000.000000003194,7.025306902344859e-06
38100.0000000032,6.547291549036603e-06
38200.000000003216,1.609790513785767e-06
38300.00000000322,6.222892923867993e-06
38400.00000000323,6.85643172986316e-06
38500.00000000324,7.8225167140353e-06
38600.000000003245,6.8653065044110355e-06
38700.00000000325,3.847853110765136e-06
38800.00000000327,6.767802574902686e-06
38900.000000003274,5.22212387991358e-06
39000.00000000328,2.347790892891933e-06
39100.00000000329,1.362697619950521e-05
39200.000000003296,1.1997324724152992e-05
39300.0000000033,9.874146551871767e-06
39400.00000000331,1.1234934830522569e-05
39500.000000003325,3.3277336470218915e-05
39600.00000000333,7.085481714579529e-06
39700.00000000334,2.2374371558620093e-05
39800.00000000335,2.693026790167982e-05
39900.000000003354,0.0009065841932631486
40000.00000000336,0.00016594539447581163
40100.000000003376,0.0009075418795988254
40200.00000000338,3.3822737065972745e-05
40300.00000000339,2.9600736803054225e-05
40400.0000000034,9.31877446807454e-06
40500.000000003405,2.884365629956935e-05
40600.00000000341,9.89150574659954e-06
40700.00000000343,1.1944156600267252e-05
40800.000000003434,3.0944794441876027e-06
40900.00000000344,7.0071529428920114e-06
41000.00000000345,9.210442384725708e-06
41100.000000003456,9.963104497047557e-06
41200.00000000346,2.732828816368564e-06
41300.00000000347,4.5185729707371976e-06
41400.000000003485,6.267005215840465e-06
41500.00000000349,5.399132324056651e-06
41600.0000000035,5.370163421120717e-06
41700.00000000351,7.579068500854383e-06
41800.000000003514,1.3168905080031678e-05
41900.00000000352,7.371436435567713e-06
42000.000000003536,1.5394101719740193e-06
42100.00000000354,1.0642792235644179e-05
42200.00000000355,2.800592034501996e-06
42300.00000000356,6.26847487775235e-06
42400.000000003565,6.400748573785359e-06
42500.00000000357,8.413776452190936e-06
42600.00000000358,3.0163618977609725e-06
42700.000000003594,1.6866563921789307e-06
42800.0000000036,2.1448345230427436e-06
42900.00000000361,1.0868160853969213e-05
43000.000000003616,2.8742264229909196e-06
43100.00000000362,6.01001485442703e-06
43200.00000000363,7.494780613530073e-06
43300.000000003645,4.05141502372558e-06
43400.00000000365,2.273897516120749e-06
43500.00000000366,9.235005670798855e-06
43600.00000000367,4.025250818280584e-06
43700.000000003674,1.1075251394130322e-05
43800.00000000368,2.979655392392177e-06
43900.000000003696,8.462981833099862e-06
44000.0000000037,9.445381157453305e-06
44100.00000000371,4.283218549643431e-06
44200.00000000372,4.925373031533851e-06
44300.000000003725,5.776787829385121e-06
44400.00000000373,4.472007817201859e-06
44500.00000000374,2.1042144686113203e-06
44600.000000003754,1.0436478223535294e-05
44700.00000000376,9.226126733196905e-06
44800.00000000377,4.4890350329886905e-06
44900.000000003776,4.2956708077039536e-07
45000.00000000378,9.079682437651568e-06
45100.00000000379,4.432483105456959e-06
45200.000000003805,1.5541898334988343e-05
45300.00000000381,4.479931616899966e-06
45400.00000000382,7.927769251315007e-06
45500.00000000383,3.094861175499681e-06
45600.000000003834,7.659079433831051e-06
45700.00000000384,3.574351214993825e-06
45800.00000000385,8.076386318674575e-06
45900.00000000386,5.661372244123641e-06
46000.00000000387,2.9278014270976323e-06
46100.00000000388,5.62965767551826e-06
46200.000000003885,6.817535818771794e-06
46300.00000000389,5.14402172277519e-06
46400.0000000039,4.5957942452441e-06
46500.000000003914,4.6843371618054155e-06
46600.00000000392,9.339306554344145e-07
46700.00000000393,4.8047113616331545e-06
46800.000000003936,9.967710220414505e-06
46900.00000000394,9.349044225651563e-06
47000.00000000395,6.101800405566329e-07
47100.00000000396,7.381695267894558e-06
47200.00000000397,1.1644894351922906e-05
47300.00000000398,7.416540500390955e-06
47400.00000000399,1.5217155014499372e-05
47500.000000003995,9.35067433073091e-06
47600.000000004,5.920614379603322e-06
47700.00000000401,6.631649274138117e-06
47800.00000000402,5.153640987303005e-06
47900.00000000403,7.335050590404432e-06
48000.00000000404,1.2496097468211054e-05
48100.000000004045,8.105815244523308e-06
48200.00000000405,3.6416375726781286e-06
48300.00000000406,6.909500940467073e-06
48400.000000004075,2.4201076869556828e-06
48500.00000000408,1.8508032160685654e-06
48600.00000000409,2.8247297653375165e-06
48700.0000000041,8.44246950049322e-06
48800.000000004104,7.253305456578436e-06
48900.00000000411,1.4497436868505178e-06
49000.00000000412,5.959573097141417e-06
49100.00000000413,7.33557837369526e-06
49200.00000000414,5.372909453908686e-06
49300.00000000415,3.6982831550310046e-06
49400.000000004155,8.151477893486562e-06
49500.00000000416,9.043356193933935e-06
49600.00000000417,6.989939182957785e-06
49700.000000004184,7.922772886381695e-06
49800.00000000419,1.1265697076637826e-05
49900.0000000042,7.202709316289554e-05
50000.000000004206,3.6608205839333696e-05
50100.00000000421,7.814489038900698e-05
50200.00000000422,2.0383678844030367e-05
50300.00000000423,6.040568245084597e-06
50400.00000000424,8.97421323871165e-06
50500.00000000425,8.138504676527124e-06
50600.00000000426,4.2406336251809135e-06
50700.000000004264,1.911470346121529e-05
50800.00000000427,1.6834522836355965e-06
50900.00000000428,4.304682699055614e-06
51000.00000000429,2.7284372401119748e-06
51100.0000000043,2.964373712505913e-06
51200.00000000431,9.465053652999256e-06
51300.000000004315,1.6500358033918294e-06
51400.00000000432,3.556455859346047e-06
51500.00000000433,7.012145453594202e-06
51600.000000004344,5.91641258921519e-06
51700.00000000435,5.730072645136979e-06
51800.00000000436,6.430136317190196e-06
51900.000000004366,4.415474174654912e-06
52000.00000000437,2.872266971776969e-06
52100.00000000438,3.2755585513960312e-06
52200.00000000439,9.210927180074005e-06
52300.0000000044,6.065964540998665e-06
52400.00000000441,4.156641935440962e-06
52500.00000000442,5.862981836858536e-06
52600.000000004424,1.6332434140958828e-05
52700.00000000443,5.751069888348251e-06
52800.00000000444,4.179640618289675e-06
52900.00000000445,1.4579685305433267e-05
53000.00000000446,9.40566307829037e-06
53100.00000000447,1.1444548249598056e-05
53200.000000004475,1.1965174428446994e-05
53300.00000000448,1.0095842400176983e-05
53400.00000000449,8.465227679933014e-06
53500.0000000045,2.776552940997919e-06
53600.00000000451,8.196988846491605e-06
53700.00000000452,8.403167060544828e-06
53800.000000004526,4.187232856561384e-06
53900.00000000453,3.888874954546359e-06
54000.00000000454,8.140452485012936e-06
54100.00000000455,1.9884644929959037e-06
54200.00000000456,7.44790433447591e-06
54300.00000000457,7.251186353066407e-06
54400.00000000458,1.915007798308251e-06
54500.000000004584,7.619911114777534e-06
54600.00000000459,9.473752197268342e-06
54700.0000000046,6.38065991524904e-06
54800.00000000461,1.1266966310096219e-05
54900.00000000462,3.99539529130264e-06
55000.00000000463,2.7886852221525206e-06
55100.000000004635,3.91871186085689e-06
55200.00000000464,4.428690459551709e-06
55300.00000000465,6.860780544492968e-06
55400.00000000466,9.082461389312054e-07
55500.00000000467,1.8357534315401644e-06
55600.00000000468,7.305302935600395e-06
55700.000000004686,4.3021788787303517e-07
55800.00000000469,8.805273426126492e-06
55900.0000000047,5.138346191099375e-06
56000.00000000471,6.981460387136542e-06
56100.00000000472,3.3442069631223014e-06
56200.00000000473,5.355310735731713e-06
56300.00000000474,3.845931283067404e-06
56400.000000004744,6.38745940335834e-06
56500.00000000475,5.975735637105007e-06
56600.00000000476,7.484427403286819e-06
56700.000000004766,8.497660929094487e-06
56800.00000000478,1.2666001551445665e-05
56900.00000000479,1.1958887408460268e-05
57000.000000004795,4.811917371919395e-06
57100.0000000048,9.35487858160768e-06
57200.00000000481,2.863781617930252e-06
57300.00000000482,3.784333180145043e-06
57400.00000000483,3.969156516293003e-06
57500.00000000484,3.1467627268895085e-06
57600.000000004846,7.07901752607061e-06
57700.00000000485,9.703707540727664e-06
57800.00000000486,3.6210687957814835e-06
57900.00000000487,6.649692516224452e-06
58000.00000000488,8.529002663876505e-06
58100.00000000489,1.3355909328169202e-06
58200.0000000049,9.302815026188488e-06
58300.000000004904,9.927613341649316e-06
58400.00000000491,9.571227731798212e-06
58500.00000000492,2.8102394263074046e-06
58600.000000004926,9.26489559389076e-06
58700.00000000494,3.3506329951876962e-06
58800.00000000495,6.266473070396748e-06
58900.000000004955,8.355915176159378e-06
59000.00000000496,9.09486963094162e-06
59100.00000000497,1.5580448439442996e-05
59200.00000000498,1.3636073389535517e-05
59300.00000000499,1.2273932585529804e-05
59400.000000005,8.319441079029417e-06
59500.000000005006,1.1020999295499811e-05
59600.00000000501,1.6381920941111773e-05
59700.00000000502,2.6121096411285666e-05
59800.00000000503,2.9206731790364828e-05
59900.000000005035,8.74678753423848e-05
60000.00000000505,0.005996813876655263
60100.00000000506,7.308860964527986e-05
60200.000000005064,4.584499616733289e-05
60300.00000000507,2.004017558608331e-05
60400.00000000508,2.163793468815172e-05
60500.000000005086,1.843622089065583e-05
60600.0000000051,1.3174026246753771e-05
60700.00000000511,1.698075867642117e-05
60800.000000005115,1.1530737568435474e-05
60900.00000000512,6.240317697870731e-06
61000.00000000513,1.0643965439942883e-05
61100.00000000514,7.310729625590899e-06
61200.000000005144,7.684130621781445e-06
61300.00000000516,2.146296989693638e-06
61400.000000005166,4.8610372156696885e-06
61500.00000000517,8.677194712144386e-06
61600.00000000518,1.0680156561483241e-05
61700.00000000519,8.144195810812152e-06
61800.000000005195,9.540471150219731e-06
61900.00000000521,3.2881219654155195e-06
62000.00000000522,1.623068475167838e-05
62100.000000005224,6.180495515743436e-06
62200.00000000523,4.261008777599379e-06
62300.00000000524,9.39545535407931e-06
62400.000000005246,1.799363740733842e-06
62500.00000000526,7.387773683593679e-06
62600.00000000527,8.960226792561685e-06
62700.000000005275,8.631194665967071e-06
62800.00000000528,8.654981712993813e-06
62900.00000000529,8.748167286861784e-06
63000.0000000053,7.046883290089995e-06
63100.000000005304,7.854548682307576e-06
63200.00000000532,9.57655393556481e-06
63300.000000005326,1.4830054095990591e-05
63400.00000000533,8.916299679148642e-06
63500.00000000534,7.641432396890852e-06
63600.00000000535,5.124287659313667e-06
63700.000000005355,6.064114668100294e-06
63800.00000000537,7.395606570068503e-06
63900.00000000538,5.814444203150514e-06
64000.000000005384,6.996557900407066e-06
64100.00000000539,6.225022244301955e-06
64200.0000000054,7.904797657842083e-06
64300.000000005406,7.901923906828575e-06
64400.00000000541,9.923718691602783e-06
64500.00000000543,1.0027221168218357e-06
64600.000000005435,1.4389722797387398e-05
64700.00000000544,2.3341837301722277e-06
64800.00000000545,3.126583746639942e-06
64900.00000000546,1.2310998932165083e-06
65000.000000005464,2.5694603674729e-06
65100.00000000548,9.852838258975294e-06
65200.000000005486,1.332455825730116e-05
65300.00000000549,2.196491262305576e-06
65400.0000000055,4.459615991712511e-06
65500.00000000551,9.258588473563256e-06
65600.00000000552,2.4879997919427717e-06
65700.00000000553,6.950331039815255e-06
65800.00000000553,1.8070356636608156e-06
65900.00000000554,4.425045118449788e-06
66000.00000000554,1.1878803885224095e-05
66100.00000000556,8.02685556071292e-06
66200.00000000557,1.1710546284811938e-05
66300.00000000557,2.0744428751908244e-06
66400.00000000559,6.49117395710444e-06
66500.00000000559,5.6149260538869e-06
66600.0000000056,3.2345590359794823e-06
66700.00000000562,8.253291553221407e-06
66800.00000000562,5.3077232449921204e-06
66900.00000000563,4.024243889584373e-06
67000.00000000563,5.742519536334422e-06
67100.00000000565,5.351806519656014e-06
67200.00000000565,1.0443413234836986e-05
67300.00000000566,7.590397378562542e-06
67400.00000000568,4.429419558832349e-06
67500.00000000568,6.697082176082822e-06
67600.00000000569,3.025084543638065e-06
67700.00000000569,5.098123350289243e-06
67800.0000000057,9.60341267224262e-06
67900.0000000057,5.803859480787413e-06
68000.00000000572,8.080281752213344e-06
68100.00000000573,5.266602290517275e-06
68200.00000000573,5.253739235130393e-06
68300.00000000575,5.993368480389525e-06
68400.00000000575,8.4219827409373e-06
68500.00000000576,2.6240929677897125e-06
68600.00000000578,6.060184512270306e-06
68700.00000000578,1.2940846603217868e-05
68800.00000000579,3.1809351878062777e-06
68900.00000000579,9.025857514684124e-06
69000.0000000058,5.677611051955614e-06
69100.0000000058,4.1264792326850975e-06
69200.00000000582,2.1728650662917034e-06
69300.00000000584,3.7102224187779264e-06
69400.00000000584,1.355369429033946e-05
69500.00000000585,5.025700236915156e-06
69600.00000000585,1.089980304361465e-05
69700.00000000586,6.64846407794754e-06
69800.00000000586,7.939019950944623e-06
69900.00000000588,4.371672320997064e-05
70000.0000000059,0.0004237682707550895
70100.0000000059,2.3561509454641373e-05
70200.00000000591,9.926001912220044e-06
70300.00000000591,1.4028195952185806e-05
70400.00000000592,5.8257055850313735e-06
70500.00000000594,1.7139225072926287e-06
70600.00000000594,6.793255746278942e-06
70700.00000000595,6.917437023655307e-06
70800.00000000595,4.2820498574469096e-06
70900.00000000597,4.923582967612243e-06
71000.00000000597,1.1291208660103862e-05
71100.00000000598,9.427012841983036e-06
71200.000000006,7.195041797951368e-06
71300.000000006,1.1247398839505817e-05
71400.00000000601,2.6795975364324587e-06
71500.00000000601,6.070478966257444e-06
71600.00000000602,4.745462109564568e-06
71700.00000000602,5.563978000295656e-06
71800.00000000604,1.8694007490116434e-06
71900.00000000605,7.989370836901347e-06
72000.00000000605,3.001054840621813e-06
72100.00000000607,1.4952993281843523e-06
